slim_t8.1_ver2_100p
 1.00000     0.00000
 0.99005     0.00116
 0.96949     0.00381
 0.94702     0.00687
 0.92453     0.01000
 0.90199     0.01314
 0.87957     0.01621
 0.85695     0.01929
 0.83442     0.02230
 0.81182     0.02522
 0.78929     0.02803
 0.76671     0.03075
 0.74431     0.03334
 0.72192     0.03583
 0.69956     0.03822
 0.67709     0.04053
 0.65436     0.04279
 0.63157     0.04497
 0.60881     0.04705
 0.58635     0.04899
 0.56373     0.05083
 0.54100     0.05255
 0.51825     0.05415
 0.49548     0.05561
 0.47279     0.05692
 0.45029     0.05809
 0.42785     0.05910
 0.40527     0.05998
 0.38258     0.06068
 0.35994     0.06119
 0.33727     0.06150
 0.31463     0.06160
 0.29204     0.06146
 0.26949     0.06105
 0.24701     0.06036
 0.22461     0.05935
 0.20231     0.05799
 0.18017     0.05623
 0.15820     0.05402
 0.13647     0.05129
 0.11508     0.04796
 0.09412     0.04394
 0.07373     0.03910
 0.05416     0.03334
 0.03598     0.02667
 0.02099     0.01965
 0.01109     0.01353
 0.00550     0.00888
 0.00233     0.00535
 0.00057     0.00245
-0.00000    -0.00012
 0.00079    -0.00259
 0.00301    -0.00494
 0.00678    -0.00723
 0.01307    -0.00969
 0.02422    -0.01265
 0.04148    -0.01579
 0.06188    -0.01830
 0.08335    -0.02006
 0.10527    -0.02122
 0.12743    -0.02190
 0.14983    -0.02220
 0.17240    -0.02218
 0.19505    -0.02192
 0.21782    -0.02147
 0.24062    -0.02086
 0.26333    -0.02014
 0.28616    -0.01932
 0.30903    -0.01843
 0.33186    -0.01747
 0.35462    -0.01646
 0.37735    -0.01542
 0.40008    -0.01435
 0.42288    -0.01326
 0.44561    -0.01217
 0.46836    -0.01107
 0.49125    -0.00997
 0.51418    -0.00889
 0.53714    -0.00782
 0.56001    -0.00679
 0.58293    -0.00578
 0.60588    -0.00480
 0.62881    -0.00387
 0.65169    -0.00299
 0.67452    -0.00216
 0.69737    -0.00138
 0.72022    -0.00066
 0.74303     0.00001
 0.76577     0.00060
 0.78849     0.00111
 0.81110     0.00154
 0.83377     0.00187
 0.85640     0.00209
 0.87897     0.00219
 0.90147     0.00214
 0.92409     0.00195
 0.94678     0.00158
 0.96925     0.00104
 0.98996     0.00039
 1.00000     0.00000
